Track ID,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1V62ONSNBBiuCe3uANKrxG,Yaar Badal Na Jaana,Talaash (Original Motion Picture Soundtrack),"Udit Narayan,Alka Yagnik",10/10/2002,323880,43,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:24:25Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.67,0.758,0,-8.787,1,0.0362,0.554,0.0000145,0.22,0.932,89.998,4
1WYhfkTatD4wDkHXb8FkH9,Mohabbat Se,Gumnaam (Original Motion Picture Soundtrack),"Nadeem Shravan,Udit Narayan,Shreya Ghoshal",10/4/2004,310600,38,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:24:49Z,"bollywood,hindi pop,desi,kannada pop,marathi pop,sandalwood,bangla pop",Sony Music Entertainment India Pvt. Ltd.,0.591,0.682,5,-8.853,0,0.0599,0.17,0,0.731,0.84,74.954,4
3hAo3I7zO9THUtlFPWWXxc,Zara Dekh Mera Deewanapan,Footpath (Original Motion Picture Soundtrack),"Udit Narayan,Alka Yagnik",8/15/2003,286000,41,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:25:28Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.394,0.803,1,-6.34,0,0.0729,0.41,0,0.133,0.85,84.294,4
2NAhJ85p0q5HCyd82ZFvT2,Sajana Tere Pyar Mein,Kyaa Dil Ne Kahaa (Original Motion Picture Soundtrack),"Himesh Reshammiya,Udit Narayan,Alka Yagnik",4/20/2002,412333,38,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:26:28Z,"bollywood,hindi pop,desi",Sony Music Entertainment India Pvt. Ltd.,0.613,0.815,8,-7.795,1,0.213,0.615,0,0.0733,0.813,91.094,4
4kmCaiacvzs4Yj3NKo7vSq,Choodi Baji Hai (From Yes Boss),My Best Collection - Udit Narayan,"Udit Narayan,Alka Yagnik",7/1/2016,304875,39,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:27:07Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.556,0.554,11,-13.089,1,0.0595,0.704,0.000102,0.191,0.768,97.443,4
3K5GgWtOwiBBLL4h3guKIE,Phool Maangu Na Bahaar Maangu,Raja (Original Motion Picture Soundtrack),"Alka Yagnik,Udit Narayan",6/23/1995,321360,51,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:29:25Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.571,0.752,2,-9.859,0,0.0396,0.552,0.0347,0.335,0.926,91.634,4
0UEhi88Vox7ZMViqg8TdLs,Tera Dil,Hungama (Original Motion Picture Soundtrack),"Udit Narayan,Alka Yagnik",5/22/2003,291346,37,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:30:46Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.671,0.581,4,-8.58,0,0.045,0.306,0,0.0814,0.723,92.018,4
1fcRaVo8fC0ZXuvsJwEoS1,Chand Taron Mein,2 October (Original Motion Picture Soundtrack),Udit Narayan,2/10/2003,316146,34,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:31:33Z,"bollywood,hindi pop,desi",Revere Home Entertainment,0.61,0.773,0,-6.652,0,0.0704,0.435,0.0000134,0.205,0.757,142.154,4
0Ovq7sEhyXK3qVadXUmChS,Dekho Dekho Jaanam,Ishq (Original Motion Picture Soundtrack),"Udit Narayan,Alka Yagnik",8/3/2000,313533,44,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:31:52Z,"bollywood,hindi pop,desi",Sony Music Entertainment India Pvt. Ltd.,0.62,0.839,6,-7.367,0,0.265,0.347,0,0.268,0.762,171.627,4
4e8iAqN7mf3OAmZYnBzTKJ,Tu Mere Samne,#HumForLataDidi,"Lata Mangeshkar,Udit Narayan",2/3/2023,366573,49,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:32:13Z,"ghazal,bollywood,bhajan,hindi pop,marathi pop,desi",Saregama,0.462,0.405,7,-13.949,0,0.0349,0.733,0,0.238,0.631,102.46,4
5wsuKnXt4fFWuvc0SheB7y,Dil Ne Kar Liya,Humraaz (Original Motion Picture Soundtrack),"Udit Narayan,Alka Yagnik",5/6/2002,321666,34,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:32:22Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.629,0.748,7,-11.528,0,0.165,0.281,0,0.0727,0.454,84,4
1ajndqsoDScbrXqyIYzfBl,Tu Kaun Kahan Se Aayi Hai,Dil Pardesi Ho Gayaa (Original Motion Picture Soundtrack),"Usha Khanna,Udit Narayan",10/10/2003,365946,43,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:33:10Z,"bollywood,hindi pop,desi",Sony Music Entertainment India Pvt. Ltd.,0.573,0.756,6,-6.645,0,0.0416,0.15,0.000655,0.0913,0.559,82.654,4
025Y9d4a1rtJcfB8XInzRc,Deewana Main Chala,Pyaar Kiya To Darna Kya,Udit Narayan,3/10/1998,330346,42,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:33:17Z,"bollywood,hindi pop,desi",T-Series,0.663,0.804,2,-6.98,1,0.0356,0.282,0.000299,0.224,0.943,108.074,4
7sSYkaAXRgnzoQYrGgrvlX,Yeh Hum Aa Gaye Hain Kahaan,Veer - Zaara,"Madan Mohan,Lata Mangeshkar,Udit Narayan,Javed Akhtar",9/18/2004,343066,49,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:33:31Z,"bollywood,sufi,qawwali,hindi pop,ghazal,bhajan,marathi pop,desi",YRF Music,0.48,0.753,5,-7.33,0,0.0454,0.347,0.000335,0.315,0.462,90.027,4
4JIeaxiMZWgGhxBonVhfJI,Waada Raha Sanam (With Jhankar Beats) [From Khiladi],Evergreen Romantic Songs (With Jhankar Beats),"Abhijeet,Alka Yagnik",9/14/2017,350119,31,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:33:45Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.631,0.872,0,-4.677,1,0.0591,0.188,0.0000296,0.286,0.826,129.839,4
51wGpH0BKfx5KbGX8tvj4v,Aankhen Bandh Karke,Aitraaz (Original Motion Picture Soundtrack),"Udit Narayan,Alka Yagnik",11/12/2004,341133,41,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:33:57Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.663,0.765,10,-7.027,0,0.0414,0.155,0.00000663,0.205,0.499,89.981,4
58QnREXe1p6zWNPhZciPar,Aye Sahib Yeh Theek Nahin,Khal Nayak (Original Motion Picture Soundtrack),"Manhar Udhas,Alka Yagnik",6/15/1993,419000,40,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:34:14Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.434,0.715,9,-7.028,0,0.0632,0.787,0.00105,0.394,0.597,82.608,4
3DldztF6aZZatRQme8GP5o,Pari Pari,Hungama (Original Motion Picture Soundtrack),Babul Supriyo,5/22/2003,288453,36,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:34:29Z,"bangla pop,bollywood",Ishtar Music Pvt. Ltd.,0.652,0.612,8,-10.022,1,0.0391,0.171,0.00000827,0.0762,0.666,158.063,4
4eGvkvURACcS8kFqSCf0Ip,Ishq Hua Kaise Hua,Ishq (Original Motion Picture Soundtrack),"Udit Narayan,Vibha Sharma",8/3/2000,454666,51,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:34:35Z,"bollywood,hindi pop,desi",Sony Music Entertainment India Pvt. Ltd.,0.473,0.748,6,-6.227,0,0.069,0.56,0.000692,0.421,0.502,79.447,4
5ICBvfjsKihsn87MsvczQ6,Chudi Khankayi Re - From Yeh Hai Jalwa,Udit Narayan Old Songs,"Udit Narayan,Alka Yagnik",11/18/2024,327942,19,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:35:15Z,"bollywood,hindi pop,desi",Universal Music India Pvt Ltd.,0.733,0.792,1,-8.692,1,0.0436,0.141,0.0000121,0.049,0.964,113.023,4
7ni43tIyJ3xshl4b152ntL,Hum Tumhare Hain Sanam,Hum Tumhare Hain Sanam,"Anuradha Paudwal,Udit Narayan",1/19/2002,358066,48,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:35:35Z,"bhajan,devotional,marathi pop,ghazal,bollywood,hindi pop,desi",T-Series,0.567,0.81,4,-6.884,0,0.0619,0.761,0.00102,0.238,0.767,80.935,4
0ZXkQ89vKYXyodoYRPJrVm,Neend Kise Chain Kahan (From Zamaana Deewana),"Bollywood Music - Kumar Sanu At His Best, Vol. 1","Kumar Sanu,Alka Yagnik",7/1/2016,405986,40,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:36:07Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.603,0.773,7,-8.702,0,0.0462,0.251,0.0000496,0.598,0.969,80.004,4
3qFQ0UGqCVRskvmjoZLfI0,Ye Mehadi Ke Boote,Humko Tumse Pyar Hai,"Udit Narayan,Alka Yagnik,Babul Supriyo",10/7/2005,386586,37,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:36:42Z,"bollywood,hindi pop,desi,bangla pop",T-Series,0.627,0.847,7,-7.387,1,0.105,0.166,0.0000219,0.0767,0.801,89.939,4
1o8MqUvBiDIXxof2TuuPSX,Kitna Pyaara Tujhe Rabne Banaya,Raja Hindustani (Original Motion Picture Soundtrack),"Alka Yagnik,Udit Narayan",11/15/1996,382000,56,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:36:56Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.368,0.695,2,-12.31,0,0.057,0.641,0.0000748,0.191,0.835,173.7,4
56DgHpq3uVb1ErpYGpbWG2,Deewana Main Tera Deewana,English Babu Desi Mem (Original Motion Picture Soundtrack),"Kumar Sanu,Alka Yagnik",1/26/1996,323693,46,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:37:20Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.441,0.733,8,-10.683,0,0.0383,0.683,0.0104,0.109,0.904,149.849,4
3DaK9NznMax9b45HJQ7jVt,Je Hum Tum Chori Se,Dharti Kahe Pukar Ke,"Lata Mangeshkar,Mukesh,Laxmikant–Pyarelal",1/1/1969,326912,33,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:38:02Z,"ghazal,bollywood,bhajan,hindi pop,marathi pop,tamil dance",Saregama,0.524,0.34,5,-7.016,1,0.0531,0.836,0,0.233,0.728,151.543,4
0p1UhsXBkohk6WjgbMtRKD,Deewane Tere Naam Ke,Saudagar,"Sukhwinder Singh,Laxmikant–Pyarelal",9/8/1991,253840,33,31xenvtkitu6a356z43dlsw7xrwm,2025-02-22T14:38:20Z,"bollywood,desi,hindi pop,ghazal,bhajan",Saregama,0.512,0.565,3,-12.169,1,0.0616,0.728,0,0.857,0.84,131.649,4
0fqF8Pfe5TKk9SISLS9ReR,Gori Tera Gaon Bada Pyara,Chitchor,K. J. Yesudas,12/20/1976,307560,36,31xenvtkitu6a356z43dlsw7xrwm,2025-02-25T15:51:09Z,"malayalam pop,devotional,mollywood,tamil pop",Saregama,0.452,0.686,2,-7.804,1,0.0361,0.813,0.000419,0.359,0.76,143.294,3
5tnXJDc6kX5JuPmYMMc7xN,Koi Tumsa Nahin (From Krrish),"Bollywood Best Duet Songs Sonu Nigam,Shreya Ghoshal","Sonu Nigam,Shreya Ghoshal",1/9/2025,375346,29,31xenvtkitu6a356z43dlsw7xrwm,2025-02-25T15:51:23Z,"kannada pop,bollywood,sandalwood,hindi pop,desi,marathi pop,bangla pop",T-Series,0.663,0.762,5,-4.095,1,0.0326,0.17,0.0000105,0.107,0.553,140.03,4
4vtT0OcJ8xyFHtGGmMfkKc,Aanewala Pal Janewala Hai,Gulzar Kishore,Kishore Kumar,8/18/2023,279386,50,31xenvtkitu6a356z43dlsw7xrwm,2025-02-25T15:51:55Z,"bangla pop,ghazal,hindi pop,bollywood",Saregama India Ltd,0.472,0.576,5,-7.958,1,0.0295,0.752,0.00332,0.179,0.593,107.17,4
6Bced39JHV3XanQlG76ZZL,Ek Dilruba Hai,Bewafaa (Original Motion Picture Soundtrack),Udit Narayan,2/25/2005,408840,52,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T06:27:48Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.76,0.565,5,-9.737,0,0.0489,0.239,0.00000235,0.102,0.758,126.016,4
6YPLPVo9jAj7SuA7vAioug,Hum Tum Pe Marte Hain,Hum Tumpe Marte Hain,"Lata Mangeshkar,Udit Narayan",8/7/1999,310826,42,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T07:26:52Z,"ghazal,bollywood,bhajan,hindi pop,marathi pop,desi",T-Series,0.678,0.664,6,-10.679,0,0.0557,0.614,0.0000462,0.414,0.766,154.554,4
43pAU732RtAP2nsovU6n1K,Tum Kya Mile Jaane Jaan,Saatwan Aasman (Original Motion Picture Soundtrack),"Lata Mangeshkar,Udit Narayan",7/4/1992,264840,40,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T07:27:24Z,"ghazal,bollywood,bhajan,hindi pop,marathi pop,desi",Tips Industries Ltd,0.468,0.721,5,-5.814,1,0.0504,0.707,0.0000267,0.107,0.57,161.208,4
3eqliprEfFbQv7tSYxAmnQ,Mere Pyar Ki Umar Ho Itnee Sanam,Waaris,"Lata Mangeshkar,Manmohan Singh",9/12/1987,380533,44,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T07:29:38Z,"ghazal,bollywood,bhajan,hindi pop,marathi pop",T-Series,0.432,0.341,10,-13.099,1,0.0469,0.839,0.00000235,0.0918,0.739,81.507,4
5HdTSGRZXw2kufK4vedEGI,Dil Dil,Ishq Hai Tumse (Original Motion Picture Soundtrack),"Himesh Reshammiya,Udit Narayan,Alka Yagnik",9/1/2003,358720,35,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T07:35:55Z,"bollywood,hindi pop,desi",Sony Music Entertainment India Pvt. Ltd.,0.546,0.743,7,-6.715,0,0.212,0.42,0.00000915,0.537,0.64,180.085,4
1evMGNQ6lFIqzi0IVPsl3p,Ishq Hai Zindagi,Ishq Hai Tumse (Original Motion Picture Soundtrack),"Himesh Reshammiya,Udit Narayan,Alka Yagnik,Vinod Rathod",9/1/2003,419373,34,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T07:39:22Z,"bollywood,hindi pop,desi,gujarati garba",Sony Music Entertainment India Pvt. Ltd.,0.582,0.93,7,-5.217,0,0.126,0.324,0,0.623,0.864,93.27,4
6YNCSxHJM9N1upLjBzlqyi,Na Na Karte Pyar (From Dhadkan),Musical Delight,"Udit Narayan,Alka Yagnik",7/1/2016,396538,37,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T07:40:26Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.668,0.846,6,-10.117,1,0.0585,0.167,0.00000325,0.448,0.699,128.835,4
2iQpuz0H4yTzTvYW1xF3d1,O Soniya,Ishq Hai Tumse (Original Motion Picture Soundtrack),"Himesh Reshammiya,Udit Narayan,Alka Yagnik",9/1/2003,272360,42,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T07:49:12Z,"bollywood,hindi pop,desi",Sony Music Entertainment India Pvt. Ltd.,0.728,0.639,6,-6.231,1,0.0742,0.086,0,0.0596,0.789,97.046,4
7HjTSwnmkm6Q93H6MlTLB5,Koyal Si Teri Boli,Beta,"Anuradha Paudwal,Udit Narayan",11/28/1991,338840,51,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T07:57:24Z,"bhajan,devotional,marathi pop,ghazal,bollywood,hindi pop,desi",T-Series,0.687,0.45,0,-10.871,0,0.128,0.799,0.0000137,0.411,0.934,76.17,4
3qbSubaQIBgUM13S7kzWOd,Kisi Din Banoongi Main,Raja (Original Motion Picture Soundtrack),"Alka Yagnik,Udit Narayan",6/23/1995,438040,55,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T07:57:39Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.515,0.704,7,-9.627,0,0.0406,0.747,0.00265,0.349,0.898,89.052,4
0fg3tcKxZiPI6n5dZa8Dy9,Bahut Jatate Ho Pyar (From Aadmi Khilona Hai),Bollywood Melody Queen (Alka Yagnik),"Alka Yagnik,Mohammed Aziz",7/1/2016,436333,49,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T07:59:39Z,"bollywood,hindi pop,desi,bhajan",Ishtar Music Pvt. Ltd.,0.594,0.611,5,-10.574,1,0.0319,0.766,0.0116,0.147,0.907,133.075,4
7i1KXEFjxHSeti2WHBV9o5,Humko Tumse Pyaar Hai,Humko Tumse Pyar Hai,"Kumar Sanu,Alka Yagnik,Anand Raj Anand",10/7/2005,350466,43,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T08:00:32Z,"bollywood,hindi pop,desi",T-Series,0.56,0.831,6,-6.316,0,0.065,0.111,0.00000209,0.0621,0.762,85.975,4
5OGGLFWdNAh5cpxMLARj4x,Jiska Mujhe Tha Intezar,Don,"Lata Mangeshkar,Kishore Kumar,Kalyanji-Anandji",4/20/1978,261213,46,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T08:01:36Z,"ghazal,bollywood,bhajan,hindi pop,marathi pop,bangla pop",Saregama,0.462,0.675,9,-7.096,0,0.0461,0.627,0.00000128,0.115,0.685,100.663,4
4v0kLM1SgA5G8O8CcyR5fI,Aap Ke Karib,Saajan Ki Baahon Mein (Original Motion Picture Soundtrack),"Kumar Sanu,Sadhana Sargam",9/2/1994,419173,20,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T08:04:13Z,"bollywood,hindi pop,tamil pop,bhajan",Ishtar Music Pvt. Ltd.,0.486,0.76,4,-9.923,1,0.0432,0.634,0.0111,0.623,0.933,82.953,4
76rnuvBT4eDYJb3KsN4iQx,Jeena Sirf Merre Liye,Jeena Sirf Mere Liye (Original Motion Picture Soundtrack),"Alka Yagnik,Babul Supriyo,Kavita Krishnamurthy",11/1/2002,337186,34,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T09:04:31Z,"bollywood,hindi pop,desi,bangla pop,gujarati garba,bhajan",Revere Home Entertainment,0.583,0.769,4,-5.684,0,0.0363,0.27,0.0000207,0.318,0.763,101.001,4
4nH4oYezpN88L3tS7oHB7G,Tare Hain Barati,Virasat,"Kumar Sanu,Jaspinder Narula",5/30/1997,392506,49,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T09:09:41Z,"bollywood,hindi pop",Saregama,0.615,0.568,4,-9.876,1,0.0337,0.102,0.00136,0.481,0.416,129.979,4
50ni0N31BObNW7IVbPnLwT,Dhire Dhire Aap Mere,Baazi,"Udit Narayan,Sadhana Sargam",4/13/1995,341958,52,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T09:16:20Z,"bollywood,hindi pop,desi,tamil pop,bhajan",Shemaroo Entertainment Ltd.,0.646,0.781,2,-6.613,1,0.0341,0.17,0.0000838,0.539,0.816,97.62,4
6Ty2PftKTdV0dkIILRUnRz,Uljhi Hai Yeh Kis Jaal Mein Tu - Humko Aajkal Hai Intezaar,Sailaab,Anupama,8/31/1990,487893,53,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T16:33:47Z,"marathi pop,bhajan",Saregama,0.548,0.807,2,-10.181,1,0.0939,0.537,0.00347,0.0504,0.434,96.062,3
1CljcFs9C5K3V7esJYGTTu,Tumse Milkar Na Jane,Pyar Jhukta Nahin,"Lata Mangeshkar,Shabbir Kumar",10/11/1985,412337,47,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T16:35:45Z,"ghazal,bollywood,bhajan,hindi pop,marathi pop,bhojiwood",T-Series,0.37,0.54,1,-9.553,1,0.0378,0.953,0.593,0.594,0.731,102.032,4
6RqqhR63dMY58th6g1KL3Z,Tumhein Dekhen Meri Aankhen,Rang (Original Motion Picture Soundtrack),"Alka Yagnik,P Sunanda,Kumar Sanu",7/9/1993,410013,46,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T16:36:27Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.454,0.646,7,-6.738,0,0.0293,0.838,0.016,0.168,0.783,130.159,3
5KbRZnu5zAMiofcaqApl4b,Meri Sanson Mein,Aur Pyar Ho Gaya,Udit Narayan,8/15/1997,459000,47,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T16:37:22Z,"bollywood,hindi pop,desi",Saregama,0.582,0.402,0,-14.657,1,0.0428,0.611,0,0.0598,0.657,82.056,4
6SdyVIDR6AhmNeGlOcEHkq,Tere Ishq Mein Pagal,Humko Tumse Pyar Hai,"Udit Narayan,Alka Yagnik,Sapna Awasthi",10/7/2005,364413,44,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T16:38:49Z,"bollywood,hindi pop,desi,bhajan",T-Series,0.64,0.835,9,-7.032,1,0.0748,0.105,0.000703,0.289,0.853,90.941,4
36DJdwvrqueZmeEKFrJC5m,Kam Se Kam Itna Kaha Hota,Dil Tera Aashiq (Original Motion Picture Soundtrack),"Alka Yagnik,Mukul Agarwal",10/22/1993,357893,50,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T16:39:39Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.499,0.825,7,-8.478,0,0.0467,0.671,0.000171,0.232,0.738,115.904,4
1hhmxIIa43oIMYRG0DLhZW,Saaton Janam Main Tere,Dilwale (Original Motion Picture Soundtrack),"Kumar Sanu,Alka Yagnik",7/15/1993,339253,53,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T16:39:48Z,"bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.44,0.875,6,-8.461,0,0.121,0.341,0.000109,0.331,0.542,122.061,4
6Rkl10M1hGj0bvN3TlQ3KI,Kasam Khake Kaho,Dil Hai Tumhaara (Original Motion Picture Soundtrack),"Alka Yagnik,Kumar Sanu",9/6/2002,353000,52,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T16:41:55Z,"bollywood,hindi pop,desi",Tips Industries Ltd,0.626,0.923,9,-7.012,0,0.046,0.15,0.0000603,0.0414,0.86,114.021,4
6mKIttthZHL7j0wyVJfXa4,Teri Isi Ada Pe Sanam (From Deewana),Melodious Voice of Sadhana Sargam,"Sadhana Sargam,Kumar Sanu",7/1/2016,311797,36,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T16:42:27Z,"tamil pop,bollywood,bhajan,hindi pop",Ishtar Music Pvt. Ltd.,0.478,0.438,6,-13.695,1,0.0373,0.738,0.0000425,0.372,0.829,153.06,3
0hHP9GyDw9AGoqUSRTa5OG,Kitna Haseen Chehra,Dilwale (Original Motion Picture Soundtrack),Kumar Sanu,7/15/1993,354455,50,31xenvtkitu6a356z43dlsw7xrwm,2025-02-26T16:43:22Z,"bollywood,hindi pop",Ishtar Music Pvt. Ltd.,0.455,0.823,0,-9.182,0,0.0352,0.325,0.0000189,0.225,0.949,154.841,4
